show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s902,Movie,Title 902,Director 192,Actor 394,"South Korea, France, United Kingdom","June 10, 2025",2016,NC-17,136 min,"Documentary, Drama",Description for title 902
s903,Movie,Title 903,Director 190,Actor 43,"Turkey, Japan","November 26, 2023",2010,TV-G,8 Seasons,Documentary,Description for title 903
s904,Movie,Title 904,Director 98,Actor 370,India,"October 29, 2022",2005,R,143 min,"Romance, Horror, Fantasy",Description for title 904
s905,TV Show,Title 905,Director 34,Actor 185,"Brazil, Germany, France","May 05, 2020",2018,TV-Y,11 Seasons,"Animation, Fantasy, Romance",Description for title 905
s906,TV Show,Title 906,Director 158,Actor 107,"Brazil, United States, South Korea","April 09, 2020",2004,G,6 Seasons,"Drama, Sci-Fi",Description for title 906
s907,Movie,Title 907,Director 155,Actor 43,"France, Australia","June 27, 2022",1996,PG-13,85 min,"Horror, Animation",Description for title 907
s908,Movie,Title 908,Director 102,Actor 77,"Netherlands, Italy, France","October 14, 2023",2007,NC-17,139 min,"Horror, Fantasy",Description for title 908
s909,Movie,Title 909,Director 128,Actor 225,"United Kingdom, France","June 03, 2023",2008,PG,96 min,"Action, Comedy",Description for title 909
s910,Movie,Title 910,Director 24,Actor 161,"Mexico, United States","October 06, 2018",2006,G,4 Seasons,"Sci-Fi, Horror",Description for title 910
s911,Movie,Title 911,Director 42,Actor 280,"France, United States, South Korea","June 25, 2018",2003,TV-PG,4 Seasons,"Action, Sci-Fi, Drama",Description for title 911
s912,Movie,Title 912,Director 83,Actor 252,Canada,"March 01, 2021",1999,TV-G,10 Seasons,"Fantasy, Thriller, Adventure",Description for title 912
s913,Movie,Title 913,Director 194,Actor 131,"Italy, Brazil, Canada","February 17, 2024",2014,PG-13,96 min,"Sci-Fi, Fantasy, Thriller",Description for title 913
s914,Movie,Title 914,Director 190,Actor 447,India,"May 02, 2019",1998,TV-Y,7 Seasons,"Romance, Fantasy, Sci-Fi",Description for title 914
s915,Movie,Title 915,Director 50,Actor 371,India,"August 09, 2021",2005,TV-G,103 min,Romance,Description for title 915
s916,Movie,Title 916,Director 129,Actor 374,"Canada, Brazil, United Kingdom","August 07, 2021",2013,TV-Y,11 Seasons,Sci-Fi,Description for title 916
s917,TV Show,Title 917,Director 125,Actor 473,"Germany, South Korea, Japan","October 26, 2024",2010,TV-G,114 min,Comedy,Description for title 917
s918,TV Show,Title 918,Director 191,Actor 143,"Netherlands, United States","April 03, 2024",2023,PG-13,112 min,"Thriller, Adventure",Description for title 918
s919,Movie,Title 919,Director 68,Actor 265,"Brazil, Italy","October 17, 2022",1996,R,13 Seasons,"Sci-Fi, Action",Description for title 919
s920,TV Show,Title 920,Director 8,Actor 108,South Korea,"August 29, 2025",1996,TV-G,2 Seasons,"Drama, Thriller",Description for title 920
s921,Movie,Title 921,Director 1,Actor 193,"France, Italy","May 05, 2025",2017,TV-MA,3 Seasons,"Thriller, Animation",Description for title 921
s922,TV Show,Title 922,Director 161,Actor 34,Japan,"January 23, 2019",1999,TV-14,2 Seasons,"Fantasy, Action, Adventure",Description for title 922
s923,TV Show,Title 923,Director 187,Actor 466,"United States, Germany","June 05, 2019",2021,TV-MA,155 min,Action,Description for title 923
s924,Movie,Title 924,Director 188,Actor 389,"United Kingdom, Turkey, United States","July 04, 2022",2023,TV-14,44 min,"Comedy, Action",Description for title 924
s925,Movie,Title 925,Director 158,Actor 274,"Netherlands, India","October 18, 2022",2013,TV-G,46 min,"Action, Drama, Romance",Description for title 925
s926,Movie,Title 926,Director 9,Actor 186,"Canada, India, Netherlands","October 16, 2021",1991,TV-Y,5 Seasons,Fantasy,Description for title 926
s927,Movie,Title 927,Director 113,Actor 436,Spain,"March 14, 2024",1993,TV-14,6 Seasons,"Thriller, Comedy, Adventure",Description for title 927
s928,Movie,Title 928,Director 75,Actor 499,"Mexico, Germany","February 25, 2025",1990,TV-Y,71 min,"Animation, Thriller",Description for title 928
s929,Movie,Title 929,Director 163,Actor 242,"Canada, Brazil, United Kingdom","January 31, 2023",2011,TV-PG,57 min,Crime,Description for title 929
s930,Movie,Title 930,Director 84,Actor 263,"Canada, Japan","April 09, 2025",2000,TV-G,1 Seasons,"Crime, Sci-Fi, Documentary",Description for title 930
s931,TV Show,Title 931,Director 48,Actor 461,"Brazil, Netherlands","February 01, 2023",2000,PG-13,108 min,"Thriller, Romance, Horror",Description for title 931
s932,TV Show,Title 932,Director 69,Actor 9,"South Korea, Australia, India","January 02, 2025",2003,TV-Y7,10 Seasons,"Animation, Crime",Description for title 932
s933,Movie,Title 933,Director 176,Actor 450,Brazil,"August 19, 2023",2016,TV-PG,7 Seasons,"Adventure, Drama, Comedy",Description for title 933
s934,Movie,Title 934,Director 130,Actor 165,"Brazil, Netherlands, France","April 25, 2021",2022,TV-14,176 min,"Horror, Crime",Description for title 934
s935,Movie,Title 935,Director 132,Actor 28,"Brazil, Australia","June 05, 2024",2017,TV-MA,101 min,"Drama, Crime",Description for title 935
s936,Movie,Title 936,Director 188,Actor 270,"Japan, Mexico","March 25, 2024",2012,PG-13,107 min,"Romance, Comedy",Description for title 936
s937,TV Show,Title 937,Director 89,Actor 86,"Australia, Brazil, Canada","October 13, 2023",1998,TV-MA,14 Seasons,"Comedy, Thriller, Fantasy",Description for title 937
s938,Movie,Title 938,Director 25,Actor 22,"South Korea, Germany","November 10, 2021",2007,TV-PG,2 Seasons,"Horror, Thriller",Description for title 938
s939,Movie,Title 939,Director 71,Actor 209,"Germany, Netherlands","April 14, 2025",2013,NC-17,90 min,Sci-Fi,Description for title 939
s940,Movie,Title 940,Director 4,Actor 45,"Italy, Spain","January 20, 2022",2016,TV-14,2 Seasons,Horror,Description for title 940
s941,Movie,Title 941,Director 14,Actor 466,Australia,"April 29, 2019",1993,TV-PG,103 min,Animation,Description for title 941
s942,TV Show,Title 942,Director 122,Actor 27,Italy,"October 25, 2025",2011,G,4 Seasons,"Documentary, Action, Adventure",Description for title 942
s943,TV Show,Title 943,Director 143,Actor 25,"Turkey, Canada","March 31, 2019",2000,R,105 min,"Romance, Fantasy",Description for title 943
s944,Movie,Title 944,Director 0,Actor 265,Mexico,"February 13, 2021",1996,TV-MA,12 Seasons,Drama,Description for title 944
s945,Movie,Title 945,Director 143,Actor 174,"India, United States, Spain","January 16, 2020",2023,TV-PG,7 Seasons,"Crime, Comedy, Action",Description for title 945
s946,Movie,Title 946,Director 164,Actor 3,"United Kingdom, France, Japan","October 08, 2020",2001,TV-PG,155 min,"Thriller, Sci-Fi, Documentary",Description for title 946
s947,TV Show,Title 947,Director 2,Actor 310,"United States, Italy","January 03, 2024",1993,TV-Y,12 Seasons,"Adventure, Crime, Animation",Description for title 947
s948,TV Show,Title 948,Director 179,Actor 321,"Australia, India, Netherlands","August 19, 2025",1991,TV-14,8 Seasons,Comedy,Description for title 948
s949,Movie,Title 949,Director 46,Actor 66,"France, United States, Australia","July 17, 2024",1990,TV-Y,1 Seasons,"Fantasy, Action",Description for title 949
s950,Movie,Title 950,Director 94,Actor 134,Netherlands,"February 24, 2018",2007,PG-13,4 Seasons,Animation,Description for title 950
s951,TV Show,Title 951,Director 12,Actor 54,"Japan, United Kingdom","November 21, 2019",2012,TV-14,138 min,"Comedy, Fantasy, Thriller",Description for title 951
s952,Movie,Title 952,Director 119,Actor 463,"India, South Korea","December 31, 2021",2023,NC-17,172 min,"Action, Romance",Description for title 952
s953,TV Show,Title 953,Director 54,Actor 30,Australia,"August 26, 2024",1993,TV-G,178 min,"Action, Romance",Description for title 953
s954,Movie,Title 954,Director 148,Actor 73,"Germany, Canada, Netherlands","January 20, 2025",2008,PG,1 Seasons,"Action, Horror, Drama",Description for title 954
s955,Movie,Title 955,Director 65,Actor 18,"Japan, Canada","September 19, 2022",1998,PG,45 min,"Horror, Adventure, Thriller",Description for title 955
s956,Movie,Title 956,Director 181,Actor 155,Germany,"August 05, 2024",2012,R,1 Seasons,"Horror, Crime, Drama",Description for title 956
s957,Movie,Title 957,Director 154,Actor 336,"Germany, South Korea","August 07, 2025",2002,TV-PG,11 Seasons,"Drama, Romance, Horror",Description for title 957
s958,Movie,Title 958,Director 165,Actor 155,"Brazil, Germany","September 04, 2019",1990,NC-17,66 min,"Fantasy, Animation, Romance",Description for title 958
s959,TV Show,Title 959,Director 89,Actor 146,"Australia, Mexico, France","June 24, 2019",2001,PG-13,115 min,"Animation, Crime, Romance",Description for title 959
s960,Movie,Title 960,Director 185,Actor 484,"South Korea, Spain, Netherlands","June 19, 2025",1999,TV-G,134 min,"Romance, Documentary, Comedy",Description for title 960
s961,Movie,Title 961,Director 61,Actor 86,"South Korea, France, Germany","November 15, 2022",2016,TV-MA,64 min,"Crime, Documentary, Animation",Description for title 961
s962,Movie,Title 962,Director 101,Actor 19,Australia,"September 26, 2023",2008,TV-Y7,4 Seasons,Thriller,Description for title 962
s963,Movie,Title 963,Director 173,Actor 268,"Mexico, United States","August 27, 2024",2021,TV-PG,151 min,"Horror, Action, Fantasy",Description for title 963
s964,Movie,Title 964,Director 138,Actor 332,"Germany, Turkey, Japan","February 10, 2019",2011,TV-14,75 min,Romance,Description for title 964
s965,Movie,Title 965,Director 199,Actor 42,"United States, Mexico","June 17, 2023",2014,TV-Y,11 Seasons,"Comedy, Thriller, Adventure",Description for title 965
s966,TV Show,Title 966,Director 7,Actor 394,Italy,"April 05, 2023",2000,PG,10 Seasons,"Drama, Fantasy, Romance",Description for title 966
s967,Movie,Title 967,Director 96,Actor 431,"France, India, Germany","December 24, 2023",2000,G,13 Seasons,"Fantasy, Sci-Fi",Description for title 967
s968,Movie,Title 968,Director 116,Actor 398,India,"May 02, 2021",2015,NC-17,173 min,"Action, Crime",Description for title 968
s969,Movie,Title 969,Director 198,Actor 400,"Netherlands, Japan","February 09, 2024",2005,TV-Y7,47 min,"Adventure, Romance",Description for title 969
s970,TV Show,Title 970,Director 63,Actor 437,"United States, Australia, France","October 03, 2020",2018,TV-Y7,164 min,Comedy,Description for title 970
s971,TV Show,Title 971,Director 20,Actor 305,"Canada, Australia, Mexico","December 30, 2018",2019,PG,122 min,"Comedy, Fantasy, Adventure",Description for title 971
s972,TV Show,Title 972,Director 199,Actor 27,Canada,"March 09, 2022",2000,TV-Y,113 min,"Drama, Horror",Description for title 972
s973,Movie,Title 973,Director 114,Actor 466,Mexico,"January 01, 2018",1990,G,5 Seasons,"Fantasy, Action, Sci-Fi",Description for title 973
s974,Movie,Title 974,Director 190,Actor 259,France,"October 15, 2024",1995,G,118 min,"Adventure, Documentary, Crime",Description for title 974
s975,Movie,Title 975,Director 84,Actor 21,"Mexico, Spain, India","October 16, 2023",2002,PG,119 min,"Crime, Comedy, Drama",Description for title 975
s976,Movie,Title 976,Director 191,Actor 469,"France, Japan, Australia","March 16, 2023",2016,NC-17,44 min,"Horror, Action, Fantasy",Description for title 976
s977,Movie,Title 977,Director 19,Actor 374,"India, Italy","August 01, 2018",2022,TV-14,127 min,"Romance, Fantasy",Description for title 977
s978,Movie,Title 978,Director 7,Actor 100,Turkey,"May 11, 2024",2003,TV-14,8 Seasons,Horror,Description for title 978
s979,Movie,Title 979,Director 57,Actor 38,"Italy, Germany","January 13, 2026",2011,PG,96 min,Horror,Description for title 979
s980,Movie,Title 980,Director 45,Actor 289,"India, South Korea","March 29, 2024",2010,TV-14,166 min,Documentary,Description for title 980
s981,TV Show,Title 981,Director 30,Actor 352,"Canada, Brazil, Spain","July 11, 2025",1991,PG-13,11 Seasons,"Fantasy, Thriller",Description for title 981
s982,Movie,Title 982,Director 92,Actor 299,"France, India","May 25, 2023",1994,TV-PG,157 min,"Documentary, Thriller, Horror",Description for title 982
s983,Movie,Title 983,Director 8,Actor 169,"France, South Korea, Mexico","February 02, 2020",2004,NC-17,12 Seasons,"Sci-Fi, Animation, Drama",Description for title 983
s984,TV Show,Title 984,Director 14,Actor 295,Australia,"August 18, 2021",2009,PG-13,13 Seasons,"Sci-Fi, Adventure",Description for title 984
s985,Movie,Title 985,Director 93,Actor 352,"United States, India, Italy","March 11, 2019",2015,NC-17,13 Seasons,"Animation, Sci-Fi, Adventure",Description for title 985
s986,TV Show,Title 986,Director 153,Actor 395,"Spain, Japan, Italy","October 31, 2025",2013,PG-13,7 Seasons,"Fantasy, Romance, Drama",Description for title 986
s987,Movie,Title 987,Director 137,Actor 129,Australia,"November 09, 2024",2013,TV-MA,10 Seasons,"Comedy, Drama",Description for title 987
s988,Movie,Title 988,Director 28,Actor 155,"France, Australia","May 01, 2024",2015,NC-17,110 min,Fantasy,Description for title 988
s989,TV Show,Title 989,Director 79,Actor 73,Spain,"June 19, 2025",2011,TV-14,2 Seasons,"Fantasy, Thriller, Animation",Description for title 989
s990,TV Show,Title 990,Director 35,Actor 341,"South Korea, Netherlands","November 29, 2019",2016,TV-Y,8 Seasons,"Documentary, Comedy",Description for title 990
s991,TV Show,Title 991,Director 83,Actor 464,"Germany, South Korea, Spain","August 19, 2021",2008,TV-MA,5 Seasons,"Thriller, Romance",Description for title 991
s992,Movie,Title 992,Director 108,Actor 89,"France, Australia","June 04, 2025",2018,TV-PG,91 min,"Thriller, Animation",Description for title 992
s993,Movie,Title 993,Director 117,Actor 66,"France, Japan","February 11, 2025",2001,PG,10 Seasons,"Thriller, Adventure",Description for title 993
s994,Movie,Title 994,Director 36,Actor 454,"Netherlands, Brazil","December 06, 2020",2005,PG-13,84 min,Documentary,Description for title 994
s995,Movie,Title 995,Director 85,Actor 235,"Germany, Netherlands","March 09, 2024",2020,TV-Y,122 min,Sci-Fi,Description for title 995
s996,TV Show,Title 996,Director 70,Actor 199,Australia,"April 23, 2019",2004,PG,7 Seasons,"Documentary, Romance, Animation",Description for title 996
s997,Movie,Title 997,Director 150,Actor 467,"Turkey, South Korea","July 15, 2025",2022,TV-G,147 min,"Horror, Crime",Description for title 997
s998,TV Show,Title 998,Director 168,Actor 331,Netherlands,"February 28, 2025",2004,TV-14,171 min,Documentary,Description for title 998
s999,Movie,Title 999,Director 92,Actor 226,"Mexico, Japan, France","October 01, 2023",2021,TV-Y7,150 min,"Comedy, Crime",Description for title 999
s1000,Movie,Title 1000,Director 79,Actor 464,Italy,"June 07, 2024",2011,G,12 Seasons,"Comedy, Action",Description for title 1000
s1001,Movie,Title 1001,Director 101,Actor 347,Brazil,"January 17, 2019",1995,NC-17,7 Seasons,"Drama, Comedy",Description for title 1001
s1002,TV Show,Title 1002,Director 155,Actor 232,United Kingdom,"November 03, 2025",2019,NC-17,56 min,"Horror, Action",Description for title 1002
s1003,TV Show,Title 1003,Director 175,Actor 265,United States,"July 05, 2019",2006,G,3 Seasons,Horror,Description for title 1003
s1004,TV Show,Title 1004,Director 165,Actor 85,"Australia, Canada","July 26, 2019",1991,TV-Y,8 Seasons,Comedy,Description for title 1004
s1005,TV Show,Title 1005,Director 158,Actor 101,Australia,"October 14, 2019",2005,PG,7 Seasons,Horror,Description for title 1005
s1006,TV Show,Title 1006,Director 13,Actor 440,"United States, United Kingdom, Australia","January 16, 2019",2001,PG-13,104 min,"Fantasy, Comedy, Drama",Description for title 1006
s1007,TV Show,Title 1007,Director 116,Actor 480,Turkey,"November 14, 2023",2001,NC-17,63 min,"Horror, Comedy",Description for title 1007
s1008,Movie,Title 1008,Director 72,Actor 213,"South Korea, United States","March 13, 2019",2006,TV-Y,1 Seasons,"Adventure, Drama",Description for title 1008
s1009,Movie,Title 1009,Director 90,Actor 107,"France, Italy, Germany","November 07, 2020",1995,TV-MA,135 min,"Documentary, Sci-Fi",Description for title 1009
s1010,Movie,Title 1010,Director 89,Actor 164,"Brazil, France","July 04, 2021",2015,PG,104 min,"Comedy, Action",Description for title 1010
s1011,TV Show,Title 1011,Director 28,Actor 460,United Kingdom,"January 23, 2024",1990,R,175 min,"Sci-Fi, Comedy",Description for title 1011
s1012,TV Show,Title 1012,Director 178,Actor 90,"India, Mexico, Netherlands","May 15, 2023",2005,PG-13,70 min,Adventure,Description for title 1012
s1013,Movie,Title 1013,Director 48,Actor 191,Australia,"August 04, 2023",2005,G,174 min,Comedy,Description for title 1013
s1014,TV Show,Title 1014,Director 170,Actor 334,"India, Canada, Turkey","May 20, 2025",2005,R,148 min,Animation,Description for title 1014
s1015,TV Show,Title 1015,Director 71,Actor 85,"Mexico, Australia","November 02, 2025",2018,TV-Y,12 Seasons,Comedy,Description for title 1015
s1016,Movie,Title 1016,Director 132,Actor 221,Canada,"February 03, 2025",2015,TV-14,14 Seasons,"Sci-Fi, Horror, Fantasy",Description for title 1016
